20131101 044800;1.352920;1.353020;1.352890;1.352920;0
20131101 044900;1.352870;1.353160;1.352770;1.353070;0
20131101 045000;1.353060;1.353060;1.352840;1.352960;0
20131101 045100;1.353010;1.353150;1.353010;1.353140;0
20131101 045200;1.353120;1.353160;1.353060;1.353140;0
20131101 045300;1.353130;1.353130;1.352960;1.353070;0
20131101 045400;1.353060;1.353240;1.352960;1.353220;0
20131101 045500;1.353230;1.353440;1.353190;1.353270;0
20131101 045600;1.353310;1.353680;1.353310;1.353660;0
20131101 045700;1.353670;1.353790;1.353500;1.353660;0
20131101 045800;1.353650;1.353650;1.353450;1.353570;0
20131101 045900;1.353610;1.353870;1.353570;1.353870;0
20131101 050000;1.353860;1.353860;1.353610;1.353650;0
20131101 050100;1.353660;1.353740;1.353660;1.353710;0
20131101 050200;1.353700;1.353750;1.353460;1.353520;0
20131101 050300;1.353510;1.353550;1.353510;1.353520;0
20131101 050400;1.353470;1.353480;1.353260;1.353350;0
20131101 050500;1.353360;1.353360;1.353160;1.353160;0
20131101 050600;1.353210;1.353370;1.353150;1.353260;0
20131101 050700;1.353250;1.353430;1.353250;1.353420;0
20131101 050800;1.353430;1.353440;1.353360;1.353420;0
20131101 050900;1.353430;1.353440;1.353120;1.353250;0
20131101 051000;1.353240;1.353250;1.352830;1.352940;0
20131101 051100;1.352900;1.352970;1.352800;1.352940;0
20131101 051200;1.352950;1.352950;1.352740;1.352740;0
20131101 051300;1.352760;1.352860;1.352720;1.352860;0
20131101 051400;1.352840;1.352850;1.352670;1.352730;0
20131101 051500;1.352720;1.352760;1.352620;1.352720;0
20131101 051600;1.352710;1.352850;1.352670;1.352850;0
20131101 051700;1.352840;1.352870;1.352730;1.352840;0
20131101 051800;1.352930;1.353150;1.352820;1.353120;0
20131101 051900;1.353140;1.353140;1.352970;1.352970;0
20131101 052000;1.352930;1.353170;1.352920;1.353160;0
20131101 052100;1.353150;1.353260;1.353060;1.353220;0
20131101 052200;1.353200;1.353470;1.353150;1.353450;0
20131101 052300;1.353440;1.353440;1.353360;1.353370;0
20131101 052400;1.353400;1.353560;1.353370;1.353460;0
20131101 052500;1.353430;1.353460;1.353360;1.353360;0
20131101 052600;1.353380;1.353380;1.353150;1.353150;0
20131101 052700;1.353120;1.353160;1.352890;1.352900;0
20131101 052800;1.352910;1.352950;1.352540;1.352540;0
20131101 052900;1.352550;1.352910;1.352540;1.352910;0
20131101 053000;1.352890;1.352940;1.352450;1.352510;0
20131101 053100;1.352520;1.352540;1.352080;1.352110;0
20131101 053200;1.352120;1.352270;1.352070;1.352080;0
20131101 053300;1.352100;1.352120;1.351410;1.351680;0
20131101 053400;1.351670;1.351720;1.351560;1.351660;0
20131101 053500;1.351650;1.351680;1.351120;1.351130;0
20131101 053600;1.351120;1.351280;1.350750;1.350870;0
20131101 053700;1.350880;1.351330;1.350870;1.351230;0
20131101 053800;1.351220;1.351460;1.351140;1.351440;0
20131101 053900;1.351460;1.351560;1.351360;1.351560;0
20131101 054000;1.351550;1.351720;1.351520;1.351720;0
20131101 054100;1.351710;1.351770;1.351650;1.351760;0
20131101 054200;1.351750;1.351750;1.351620;1.351660;0
20131101 054300;1.351690;1.352380;1.351640;1.352360;0
20131101 054400;1.352370;1.352720;1.352360;1.352720;0
20131101 054500;1.352700;1.352840;1.352410;1.352670;0
20131101 054600;1.352660;1.352660;1.352460;1.352460;0
20131101 054700;1.352450;1.352520;1.352350;1.352500;0
20131101 054800;1.352470;1.352470;1.352420;1.352460;0
20131101 054900;1.352450;1.352660;1.352170;1.352170;0
20131101 055000;1.352160;1.352370;1.352160;1.352320;0
20131101 055100;1.352340;1.352760;1.352320;1.352760;0
20131101 055200;1.352750;1.352770;1.352620;1.352760;0
20131101 055300;1.352770;1.352770;1.352520;1.352570;0
20131101 055400;1.352560;1.352570;1.352520;1.352560;0
20131101 055500;1.352550;1.352670;1.352540;1.352670;0
20131101 055600;1.352660;1.352990;1.352660;1.352970;0
20131101 055700;1.352960;1.352990;1.352940;1.352970;0
20131101 055800;1.352990;1.352990;1.352720;1.352740;0
20131101 055900;1.352730;1.352730;1.352430;1.352530;0
20131101 060000;1.352540;1.352580;1.352400;1.352440;0
20131101 060100;1.352420;1.352440;1.352410;1.352420;0
20131101 060200;1.352430;1.352430;1.352240;1.352350;0
20131101 060300;1.352330;1.352430;1.352320;1.352430;0
20131101 060400;1.352420;1.352650;1.352420;1.352650;0
20131101 060500;1.352660;1.352970;1.352650;1.352940;0
20131101 060600;1.352950;1.352950;1.352770;1.352850;0
20131101 060700;1.352800;1.352970;1.352720;1.352890;0
20131101 060800;1.352880;1.353050;1.352870;1.352880;0
20131101 060900;1.352870;1.352910;1.352840;1.352850;0
20131101 061000;1.352840;1.352840;1.352650;1.352730;0
20131101 061100;1.352690;1.352690;1.352320;1.352380;0
20131101 061200;1.352400;1.352530;1.352330;1.352330;0
20131101 061300;1.352270;1.352370;1.352250;1.352330;0
20131101 061400;1.352320;1.352340;1.352220;1.352250;0
20131101 061500;1.352240;1.352270;1.352210;1.352250;0
20131101 061600;1.352240;1.352240;1.352140;1.352160;0
20131101 061700;1.352140;1.352140;1.352090;1.352130;0
20131101 061800;1.352120;1.352270;1.352120;1.352180;0
20131101 061900;1.352170;1.352340;1.352160;1.352330;0
20131101 062000;1.352320;1.352540;1.352320;1.352460;0
20131101 062100;1.352510;1.352720;1.352460;1.352620;0
20131101 062200;1.352610;1.352960;1.352560;1.352960;0
20131101 062300;1.353010;1.353080;1.352890;1.353070;0
20131101 062400;1.353060;1.353060;1.352970;1.353040;0
20131101 062500;1.353050;1.353060;1.353020;1.353060;0
20131101 062600;1.353050;1.353060;1.352970;1.353040;0
20131101 062700;1.353090;1.353230;1.353000;1.353020;0
20131101 062800;1.353010;1.353120;1.353000;1.353050;0
20131101 062900;1.353080;1.353080;1.352950;1.352950;0
20131101 063000;1.352930;1.353120;1.352920;1.353100;0
20131101 063100;1.353110;1.353130;1.352980;1.352980;0
20131101 063200;1.353010;1.353030;1.352640;1.352640;0
20131101 063300;1.352630;1.352740;1.352500;1.352660;0
20131101 063400;1.352630;1.352860;1.352610;1.352780;0
20131101 063500;1.352760;1.352760;1.352460;1.352520;0
20131101 063600;1.352460;1.352540;1.352420;1.352530;0
20131101 063700;1.352520;1.352540;1.352320;1.352420;0
20131101 063800;1.352380;1.352470;1.352370;1.352440;0
20131101 063900;1.352450;1.352450;1.352350;1.352360;0
20131101 064000;1.352340;1.352460;1.352250;1.352460;0
20131101 064100;1.352470;1.352560;1.352460;1.352480;0
20131101 064200;1.352450;1.352680;1.352450;1.352680;0
20131101 064300;1.352670;1.352670;1.352480;1.352630;0
20131101 064400;1.352620;1.352740;1.352620;1.352670;0
20131101 064500;1.352610;1.352670;1.352560;1.352650;0
20131101 064600;1.352640;1.352700;1.352610;1.352650;0
20131101 064700;1.352630;1.352630;1.352500;1.352530;0
20131101 064800;1.352520;1.352550;1.352460;1.352500;0
20131101 064900;1.352480;1.352530;1.352460;1.352520;0
20131101 065000;1.352530;1.352550;1.352490;1.352550;0
20131101 065100;1.352540;1.352540;1.352460;1.352540;0
20131101 065200;1.352530;1.352720;1.352520;1.352670;0
20131101 065300;1.352660;1.352660;1.352560;1.352620;0
20131101 065400;1.352630;1.352650;1.352610;1.352650;0
20131101 065500;1.352630;1.352750;1.352600;1.352740;0
20131101 065600;1.352730;1.352740;1.352690;1.352700;0
20131101 065700;1.352690;1.352820;1.352690;1.352720;0
20131101 065800;1.352700;1.352750;1.352650;1.352660;0
20131101 065900;1.352640;1.352640;1.352500;1.352500;0
20131101 070000;1.352520;1.352620;1.352460;1.352530;0
20131101 070100;1.352520;1.352690;1.352520;1.352690;0
20131101 070200;1.352670;1.352720;1.352620;1.352640;0
20131101 070300;1.352650;1.352660;1.352380;1.352480;0
20131101 070400;1.352450;1.353020;1.352430;1.353020;0
20131101 070500;1.352970;1.353430;1.352850;1.353420;0
20131101 070600;1.353510;1.353630;1.353330;1.353360;0
20131101 070700;1.353330;1.353450;1.353180;1.353240;0
20131101 070800;1.353220;1.353250;1.352970;1.353080;0
20131101 070900;1.353070;1.353260;1.353050;1.353240;0
20131101 071000;1.353210;1.353210;1.352640;1.352640;0
20131101 071100;1.352630;1.352700;1.352480;1.352590;0
20131101 071200;1.352600;1.352650;1.352400;1.352410;0
20131101 071300;1.352490;1.352540;1.352370;1.352370;0
20131101 071400;1.352360;1.352430;1.352290;1.352410;0
20131101 071500;1.352420;1.352520;1.352350;1.352510;0
20131101 071600;1.352500;1.352580;1.352020;1.352150;0
20131101 071700;1.352020;1.352230;1.351940;1.352150;0
20131101 071800;1.352160;1.352430;1.352160;1.352430;0
20131101 071900;1.352440;1.352570;1.352370;1.352370;0
20131101 072000;1.352390;1.352420;1.352310;1.352310;0
20131101 072100;1.352300;1.352300;1.352110;1.352130;0
20131101 072200;1.352120;1.352130;1.351800;1.351830;0
20131101 072300;1.351820;1.352170;1.351730;1.352160;0
20131101 072400;1.352150;1.352190;1.352060;1.352130;0
20131101 072500;1.352120;1.352360;1.352070;1.352270;0
20131101 072600;1.352280;1.352330;1.351860;1.351860;0
20131101 072700;1.351830;1.351880;1.351760;1.351840;0
20131101 072800;1.351820;1.351880;1.351800;1.351860;0
20131101 072900;1.351850;1.352070;1.351850;1.352050;0
20131101 073000;1.352040;1.352230;1.352040;1.352220;0
20131101 073100;1.352210;1.352260;1.351790;1.351810;0
20131101 073200;1.351800;1.351850;1.351760;1.351800;0
20131101 073300;1.351810;1.351930;1.351800;1.351900;0
20131101 073400;1.351890;1.351930;1.351630;1.351630;0
20131101 073500;1.351620;1.351740;1.351570;1.351670;0
20131101 073600;1.351690;1.352030;1.351690;1.351940;0
20131101 073700;1.351950;1.352050;1.351940;1.352020;0
20131101 073800;1.352030;1.352180;1.351950;1.352180;0
20131101 073900;1.352200;1.352200;1.351860;1.351910;0
20131101 074000;1.351920;1.351920;1.351760;1.351820;0
20131101 074100;1.351830;1.352040;1.351820;1.352040;0
20131101 074200;1.352010;1.352140;1.351920;1.351930;0
